Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Inner Mongolia,Mainland China,2020-2-2,27,,1,0
Jilin,Mainland China,2020-2-2,23,,1,0
Xinjiang,Mainland China,2020-2-2,21,,0,0
,Japan,2020-2-1,20,,1,0
,Thailand,2020-1-31,19,,5,0
,Singapore,2020-2-2,18,,0,0
Hong Kong,Hong Kong,2020-2-2,15,,0,0
,South Korea,2020-2-2,15,,0,0
Qinghai,Mainland China,2020-2-2,11,,0,0
,Germany,2020-1-31,10,,0,0
Taiwan,Taiwan,2020-2-1,10,,0,0
Macau,Macau,2020-2-2,8,,0,0
,Malaysia,2020-1-31,8,,0,0
,France,2020-2-1,6,,0,0
,Vietnam,2020-2-1,6,,1,0
,United Arab Emirates,2020-2-2,5,,0,0
New South Wales,Australia,2020-2-1,4,,2,0
Victoria,Australia,2020-2-1,4,,0,0
Ontario,Canada,2020-2-1,3,,0,0
Queensland,Australia,2020-2-1,2,,0,0
South Australia,Australia,2020-2-2,2,,0,0
,India,2020-1-31,2,,0,0
,Italy,2020-2-2,2,,0,0
,Philippines,2020-1-31,2,,0,1
,Russia,2020-2-1,2,,0,0
,UK,2020-2-1,2,,0,0
"Chicago, IL",United States,2020-2-1,2,,0,0
,Cambodia,2020-1-31,1,,0,0
British Columbia,Canada,2020-2-1,1,,0,0
,Finland,2020-1-31,1,,0,0
Tibet,Mainland China,2020-2-1,1,,0,0
,Nepal,2020-1-31,1,,0,0
,Spain,2020-2-1,1,,0,0
,Sri Lanka,2020-1-31,1,,0,0
,Sweden,2020-2-1,1,,0,0
"Boston, MA",United States,2020-2-1,1,,0,0
"Los Angeles, CA",United States,2020-2-1,1,,0,0
"Orange, CA",United States,2020-2-1,1,,0,0
"Santa Clara, CA",United States,2020-2-1,1,,0,0
"Seattle, WA",United States,2020-2-1,1,,0,0
"Tempe, AZ",United States,2020-2-1,1,,0,0
Hubei,Mainland China,2020-2-1,9074,,215,294
Zhejiang,Mainland China,2020-2-2,661,,23,0
Guangdong,Mainland China,2020-2-2,604,,14,0
Henan,Mainland China,2020-2-2,493,,4,2
Hunan,Mainland China,2020-2-2,463,,8,0
Anhui,Mainland China,2020-2-2,340,,5,0
Jiangxi,Mainland China,2020-2-2,333,,10,0
Chongqing,Mainland China,2020-2-1,262,,3,1
Jiangsu,Mainland China,2020-2-2,236,,6,0
Sichuan,Mainland China,2020-2-2,231,,3,1
Shandong,Mainland China,2020-2-2,225,,5,0
Beijing,Mainland China,2020-2-2,183,,9,1
Shanghai,Mainland China,2020-2-2,177,,10,1
Fujian,Mainland China,2020-2-2,159,,0,0
Shaanxi,Mainland China,2020-2-2,116,,0,0
Guangxi,Mainland China,2020-2-2,111,,2,0
Hebei,Mainland China,2020-2-2,104,,3,1
Heilongjiang,Mainland China,2020-2-2,95,,2,2
Yunnan,Mainland China,2020-2-1,93,,2,0
Liaoning,Mainland China,2020-2-1,64,,1,0
Hainan,Mainland China,2020-2-2,63,,1,1
Shanxi,Mainland China,2020-2-1,56,,1,0
Tianjin,Mainland China,2020-2-2,45,,0,0
Gansu,Mainland China,2020-2-1,40,,0,0
Guizhou,Mainland China,2020-2-2,38,,2,0
Ningxia,Mainland China,2020-2-2,28,,0,0
Inner Mongolia,Mainland China,2020-2-2,27,,1,0
Jilin,Mainland China,2020-2-2,23,,1,0
Xinjiang,Mainland China,2020-2-2,21,,0,0
,Japan,2020-2-1,20,,1,0
,Thailand,2020-1-31,19,,5,0
,Singapore,2020-2-2,18,,0,0
,South Korea,2020-2-2,15,,0,0
Hong Kong,Hong Kong,2020-2-2,14,,0,0
Taiwan,Taiwan,2020-1-31,10,,0,0
Qinghai,Mainland China,2020-2-1,9,,0,0
,Germany,2020-2-1,8,,0,0
,Malaysia,2020-1-31,8,,0,0
Macau,Macau,2020-1-31,7,,0,0
,France,2020-2-1,6,,0,0
,Vietnam,2020-2-1,6,,1,0
New South Wales,Australia,2020-2-1,4,,2,0
Victoria,Australia,2020-2-1,4,,0,0
,United Arab Emirates,2020-1-31,4,,0,0
Queensland,Australia,2020-2-1,2,,0,0
Ontario,Canada,2020-2-1,3,,0,0
,Italy,2020-1-31,2,,0,0
,Philippines,2020-2-2,2,,0,1
,Russia,2020-1-31,2,,0,0
,UK,2020-2-1,2,,0,0
"Chicago, IL",United States,2020-2-1,2,,0,0
South Australia,Australia,2020-2-1,2,,0,0
,Cambodia,2020-1-31,1,,0,0
British Columbia,Canada,2020-2-1,1,,0,0
,Finland,2020-1-31,1,,0,0
,India,2020-1-31,1,,0,0
Tibet,Mainland China,2020-2-1,1,,0,0
,Nepal,2020-1-31,1,,0,0
,Spain,2020-2-1,1,,0,0
,Sri Lanka,2020-1-31,1,,0,0
,Sweden,2020-2-1,1,,0,0
"Boston, MA",United States,2020-2-1,1,,0,0
"Los Angeles, CA",United States,2020-2-1,1,,0,0
"Orange, CA",United States,2020-2-1,1,,0,0
"Santa Clara, CA",United States,2020-2-1,1,,0,0
"Seattle, WA",United States,2020-2-1,1,,0,0
"Tempe, AZ",United States,2020-2-1,1,,0,0
Hubei,Mainland China,2020-2-1,7153,,168,249
Zhejiang,Mainland China,2020-2-1,599,,21,0
Guangdong,Mainland China,2020-2-1,535,,14,0
Henan,Mainland China,2020-2-1,422,,3,2
Hunan,Mainland China,2020-2-1,389,,8,0
Anhui,Mainland China,2020-2-1,297,,5,0
Jiangxi,Mainland China,2020-2-1,286,,9,0
Chongqing,Mainland China,2020-2-1,247,,3,1
Sichuan,Mainland China,2020-2-1,207,,3,1
Shandong,Mainland China,2020-2-1,206,,3,0
Jiangsu,Mainland China,2020-2-1,202,,6,0
Shanghai,Mainland China,2020-2-1,169,,10,1
Beijing,Mainland China,2020-2-1,168,,9,1
Fujian,Mainland China,2020-2-1,144,,0,0
Shaanxi,Mainland China,2020-2-1,101,,0,0
Guangxi,Mainland China,2020-2-1,100,,2,0
Hebei,Mainland China,2020-2-1,96,,0,1
Yunnan,Mainland China,2020-2-1,93,,2,0
Heilongjiang,Mainland China,2020-2-1,80,,2,2
Liaoning,Mainland China,2020-2-1,64,,1,0
Hainan,Mainland China,2020-2-1,62,,1,1
Shanxi,Mainland China,2020-2-1,47,,1,0
Tianjin,Mainland China,2020-2-1,41,,0,0
Gansu,Mainland China,2020-2-1,40,,0,0
Guizhou,Mainland China,2020-1-31,29,,2,0
Ningxia,Mainland China,2020-2-1,26,,0,0
Inner Mongolia,Mainland China,2020-2-1,23,,1,0
,Japan,2020-2-1,20,,1,0
,Thailand,2020-1-31,19,,5,0
Xinjiang,Mainland China,2020-2-1,18,,0,0
Jilin,Mainland China,2020-2-1,17,,1,0
,Singapore,2020-2-1,16,,0,0
Hong Kong,Hong Kong,2020-2-1,13,,0,0
,South Korea,2020-2-1,12,,0,0
Taiwan,Taiwan,2020-1-31,10,,0,0
Qinghai,Mainland China,2020-2-1,9,,0,0
,Malaysia,2020-1-31,8,,0,0
,Germany,2020-2-1,8,,0,0
Macau,Macau,2020-1-31,7,,0,0
,France,2020-2-1,6,,0,0
,Vietnam,2020-2-1,6,,1,0
New South Wales,Australia,2020-2-1,4,,2,0
Victoria,Australia,2020-2-1,4,,0,0
,United Arab Emirates,2020-1-31,4,,0,0
Queensland,Australia,2020-2-1,3,,0,0
Ontario,Canada,2020-2-1,3,,0,0
,Italy,2020-1-31,2,,0,0
,Russia,2020-1-31,2,,0,0
,UK,2020-2-1,2,,0,0
"Chicago, IL",United States,2020-2-1,2,,0,0
South Australia,Australia,2020-2-1,1,,0,0
,Cambodia,2020-1-31,1,,0,0
British Columbia,Canada,2020-2-1,1,,0,0
,Finland,2020-1-31,1,,0,0
,India,2020-1-31,1,,0,0
Tibet,Mainland China,2020-2-1,1,,0,0
,Nepal,2020-1-31,1,,0,0
,Philippines,2020-2-1,1,,0,0
,Spain,2020-2-1,1,,0,0
,Sri Lanka,2020-1-31,1,,0,0
,Sweden,2020-2-1,1,,0,0
"Boston, MA",United States,2020-2-1,1,,0,0
"Los Angeles, CA",United States,2020-2-1,1,,0,0
"Orange, CA",United States,2020-2-1,1,,0,0
"Santa Clara, CA",United States,2020-2-1,1,,0,0
"Seattle, WA",United States,2020-2-1,1,,0,0
"Tempe, AZ",United States,2020-2-1,1,,0,0
Hubei,Mainland China,2020-2-1,7153,,168,249
Zhejiang,Mainland China,2020-2-1,599,,21,
Guangdong,Mainland China,2020-2-1,535,,14,
Henan,Mainland China,2020-2-1,422,,3,2
Hunan,Mainland China,2020-2-1,389,,8,
Anhui,Mainland China,2020-2-1,297,,5,
Jiangxi,Mainland China,2020-2-1,286,,9,
Chongqing,Mainland China,2020-2-1,247,,3,1
Sichuan,Mainland China,2020-2-1,207,,3,1
Shandong,Mainland China,2020-2-1,206,,3,
Jiangsu,Mainland China,2020-2-1,202,,6,
Shanghai,Mainland China,2020-2-1,169,,10,1
Beijing,Mainland China,2020-2-1,168,,9,1
Fujian,Mainland China,2020-2-1,144,,,
Shaanxi,Mainland China,2020-2-1,101,,,
Guangxi,Mainland China,2020-2-1,100,,2,
Hebei,Mainland China,2020-2-1,96,,,1
Yunnan,Mainland China,2020-2-1,91,,2,
Heilongjiang,Mainland China,2020-2-1,80,,2,2
Liaoning,Mainland China,2020-2-1,63,,1,
Hainan,Mainland China,2020-2-1,62,,1,1
Shanxi,Mainland China,2020-2-1,47,,1,
Tianjin,Mainland China,2020-2-1,38,,,
Gansu,Mainland China,2020-2-1,35,,,
Guizhou,Mainland China,2020-2-1,29,,2,
Ningxia,Mainland China,2020-2-1,26,,,
Inner Mongolia,Mainland China,2020-2-1,23,,1,
Xinjiang,Mainland China,2020-2-1,18,,,
Jilin,Mainland China,2020-2-1,17,,1,
Hong Kong,Hong Kong,2020-2-1,13,,,
Taiwan,Taiwan,2020-2-1,10,,,
Qinghai,Mainland China,2020-2-1,9,,,
Macau,Macau,2020-2-1,7,,,
Tibet,Mainland China,2020-2-1,1,,,
Washington,United States,2020-2-1,1,,,
Illinois,United States,2020-2-1,2,,,
California,United States,2020-2-1,3,,,
Arizona,United States,2020-2-1,1,,,
,Japan,2020-2-1,17,,1,
,Thailand,2020-2-1,19,,7,
,South Korea,2020-2-1,12,,,
,Singapore,2020-2-1,18,,,
,Vietnam,2020-2-1,6,,1,
,France,2020-2-1,6,,,
,Nepal,2020-2-1,1,,,
,Malaysia,2020-2-1,8,,,
Ontario,Canada,2020-2-1,3,,,
British Columbia,Canada,2020-2-1,1,,,
,Cambodia,2020-2-1,1,,,
,Sri Lanka,2020-2-1,1,,1,
New South Wales,Australia,2020-2-1,4,,2,
Victoria,Australia,2020-2-1,4,,,
Queensland,Australia,2020-2-1,3,,,
South Australia,Australia,2020-2-1,1,,,
Bavaria,Germany,2020-2-1,7,,,
,Finland,2020-2-1,1,,,
,United Arab Emirates,2020-2-1,4,,,
,Philippines,2020-2-1,1,,,
,India,2020-2-1,1,,,
,Italy,2020-2-1,2,,,
,Sweden,2020-2-1,1,,,
,Russia,2020-2-1,2,,,
,Spain,2020-2-1,1,,,
,UK,2020-2-1,2,,,
Hubei,Mainland China,2020-1-31,5806,,141,204
Zhejiang,Mainland China,2020-1-31,538,,14,
Guangdong,Mainland China,2020-1-31,436,,11,
Henan,Mainland China,2020-1-31,352,,3,2
Hunan,Mainland China,2020-1-31,332,,2,
Jiangxi,Mainland China,2020-1-31,240,,7,
Anhui,Mainland China,2020-1-31,237,,3,
Chongqing,Mainland China,2020-1-31,211,,1,
Shandong,Mainland China,2020-1-31,184,,2,
Sichuan,Mainland China,2020-1-31,177,,1,1
Jiangsu,Mainland China,2020-1-31,168,,5,
Beijing,Mainland China,2020-1-31,139,,5,1
Shanghai,Mainland China,2020-1-31,135,,9,1
Fujian,Mainland China,2020-1-31,120,,,
Guangxi,Mainland China,2020-1-31,87,,2,
Shaanxi,Mainland China,2020-1-31,87,,,
Yunnan,Mainland China,2020-1-31,83,,1,
Hebei,Mainland China,2020-1-31,82,,,1
Heilongjiang,Mainland China,2020-1-31,59,,,2
Hainan,Mainland China,2020-1-31,52,,1,1
Liaoning,Mainland China,2020-1-31,48,,1,
Shanxi,Mainland China,2020-1-31,39,,1,
Tianjin,Mainland China,2020-1-31,32,,,
Guizhou,Mainland China,2020-1-31,29,,2,
Gansu,Mainland China,2020-1-31,29,,,
Ningxia,Mainland China,2020-1-31,21,,,
Inner Mongolia,Mainland China,2020-1-31,20,,1,
Xinjiang,Mainland China,2020-1-31,17,,,
Jilin,Mainland China,2020-1-31,14,,1,
Hong Kong,Hong Kong,2020-1-31,12,,,
Taiwan,Taiwan,2020-1-31,10,,,
Qinghai,Mainland China,2020-1-31,8,,,
Macau,Macau,2020-1-31,7,,,
Tibet,Mainland China,2020-1-31,1,,,
,Thailand,2020-1-31,19,,5,
,Japan,2020-1-31,15,,1,
,Singapore,2020-1-31,13,,,
,South Korea,2020-1-31,11,,,
,Malaysia,2020-1-31,8,,,
,France,2020-1-31,5,,,
Bavaria,Germany,2020-1-31,5,,,
New South Wales,Australia,2020-1-31,4,,2,
,United Arab Emirates,2020-1-31,4,,,
Victoria,Australia,2020-1-31,3,,,
Illinois,United States,2020-1-31,2,,,
California,United States,2020-1-31,3,,,
,Vietnam,2020-1-31,2,,,
Ontario,Canada,2020-1-31,2,,,
Queensland,Australia,2020-1-31,2,,,
,Italy,2020-1-31,2,,,
,UK,2020-1-31,2,,,
,Russia,2020-1-31,2,,,
Washington,United States,2020-1-31,1,,,
Arizona,United States,2020-1-31,1,,,
,Nepal,2020-1-31,1,,,
British Columbia,Canada,2020-1-31,1,,,
,Cambodia,2020-1-31,1,,,
,Sri Lanka,2020-1-31,1,,,
,Finland,2020-1-31,1,,,
,Philippines,2020-1-31,1,,,
,India,2020-1-31,1,,,
,Sweden,2020-1-31,1,,,
Hubei,Mainland China,2020-1-30,5806,,116,204
Zhejiang,Mainland China,2020-1-30,537,,9,
Guangdong,Mainland China,2020-1-30,393,,11,
Henan,Mainland China,2020-1-30,352,,3,2
Hunan,Mainland China,2020-1-30,332,,2,
Jiangxi,Mainland China,2020-1-30,240,,7,
Anhui,Mainland China,2020-1-30,237,,3,
Chongqing,Mainland China,2020-1-30,206,,1,
Shandong,Mainland China,2020-1-30,178,,2,
Sichuan,Mainland China,2020-1-30,177,,1,1
Jiangsu,Mainland China,2020-1-30,168,,2,
Shanghai,Mainland China,2020-1-30,128,,9,1
Beijing,Mainland China,2020-1-30,121,,5,1
Fujian,Mainland China,2020-1-30,101,,,
Guangxi,Mainland China,2020-1-30,87,,2,
Hebei,Mainland China,2020-1-30,82,,,1
Yunnan,Mainland China,2020-1-30,76,,,
Shaanxi,Mainland China,2020-1-30,87,,,
Heilongjiang,Mainland China,2020-1-30,59,,,2
Hainan,Mainland China,2020-1-30,50,,1,1
Liaoning,Mainland China,2020-1-30,45,,1,
Shanxi,Mainland China,2020-1-30,39,,1,
Tianjin,Mainland China,2020-1-30,32,,,
Gansu,Mainland China,2020-1-30,29,,,
Ningxia,Mainland China,2020-1-30,21,,1,
Inner Mongolia,Mainland China,2020-1-30,20,,,
Xinjiang,Mainland China,2020-1-30,17,,,
Guizhou,Mainland China,2020-1-30,15,,1,
Jilin,Mainland China,2020-1-30,14,,1,
Hong Kong,Hong Kong,2020-1-30,12,,,
Taiwan,Taiwan,2020-1-30,9,,,
Qinghai,Mainland China,2020-1-30,8,,,
Macau,Macau,2020-1-30,7,,,
Tibet,Mainland China,2020-1-30,1,,,
Washington,United States,2020-1-30,1,,,
Illinois,United States,2020-1-30,2,,,
California,United States,2020-1-30,2,,,
Arizona,United States,2020-1-30,1,,,
,Japan,2020-1-30,11,,1,
,Thailand,2020-1-30,14,,5,
,South Korea,2020-1-30,6,,,
,Singapore,2020-1-30,10,,,
,Vietnam,2020-1-30,2,,,
,France,2020-1-30,5,,,
,Nepal,2020-1-30,1,,,
,Malaysia,2020-1-30,8,,,
Ontario,Canada,2020-1-30,2,,,
British Columbia,Canada,2020-1-30,1,,,
,Cambodia,2020-1-30,1,,,
,Sri Lanka,2020-1-30,1,,,
New South Wales,Australia,2020-1-30,4,,2,
Victoria,Australia,2020-1-30,2,,,
Queensland,Australia,2020-1-30,3,,,
Bavaria,Germany,2020-1-30,4,,,
,Finland,2020-1-30,1,,,
,United Arab Emirates,2020-1-30,4,,,
,Philippines,2020-1-30,1,,,
,India,2020-1-30,1,,,
,Italy,2020-1-30,2,,,
Hubei,Mainland China,2020-1-30,4903,,90,162
Zhejiang,Mainland China,2020-1-30,428,,4,
Guangdong,Mainland China,2020-1-30,354,,10,
Henan,Mainland China,2020-1-30,278,,2,2
Hunan,Mainland China,2020-1-30,277,,2,
Anhui,Mainland China,2020-1-30,200,,2,
Chongqing,Mainland China,2020-1-30,182,,1,
Jiangxi,Mainland China,2020-1-30,162,,5,
Shandong,Mainland China,2020-1-30,158,,1,
Sichuan,Mainland China,2020-1-30,142,,1,1
Jiangsu,Mainland China,2020-1-30,129,,1,
Beijing,Mainland China,2020-1-30,114,,4,1
Shanghai,Mainland China,2020-1-30,112,,5,1
Fujian,Mainland China,2020-1-30,101,,,
Guangxi,Mainland China,2020-1-30,78,,2,
Yunnan,Mainland China,2020-1-30,70,,,
Hebei,Mainland China,2020-1-30,65,,,1
Shaanxi,Mainland China,2020-1-30,63,,,
Hainan,Mainland China,2020-1-30,46,,1,1
Heilongjiang,Mainland China,2020-1-30,44,,,2
Liaoning,Mainland China,2020-1-30,41,,1,
Shanxi,Mainland China,2020-1-30,35,,1,
Tianjin,Mainland China,2020-1-30,31,,,
Gansu,Mainland China,2020-1-30,26,,,
Inner Mongolia,Mainland China,2020-1-30,19,,,
Ningxia,Mainland China,2020-1-30,17,,,
Jilin,Mainland China,2020-1-30,14,,1,
Xinjiang,Mainland China,2020-1-30,14,,,
Guizhou,Mainland China,2020-1-30,12,,1,
Hong Kong,Hong Kong,2020-1-30,10,,,
Taiwan,Taiwan,2020-1-30,9,,,
Qinghai,Mainland China,2020-1-30,8,,,
Macau,Macau,2020-1-30,7,,,
Tibet,Mainland China,2020-1-30,1,,,
Washington,United States,2020-1-30,1,,,
Illinois,United States,2020-1-30,1,,,
California,United States,2020-1-30,2,,,
Arizona,United States,2020-1-30,1,,,
,Japan,2020-1-30,11,,1,
,Thailand,2020-1-30,14,,5,
,South Korea,2020-1-30,4,,,
,Singapore,2020-1-30,10,,,
,Vietnam,2020-1-30,2,,,
,France,2020-1-30,5,,,
,Nepal,2020-1-30,1,,,
,Malaysia,2020-1-30,8,,,
Ontario,Canada,2020-1-30,2,,,
British Columbia,Canada,2020-1-30,1,,,
,Cambodia,2020-1-30,1,,,
,Sri Lanka,2020-1-30,1,,,
New South Wales,Australia,2020-1-30,4,,2,
Victoria,Australia,2020-1-30,2,,,
Queensland,Australia,2020-1-30,3,,,
Bavaria,Germany,2020-1-30,4,,,
,Finland,2020-1-30,1,,,
,United Arab Emirates,2020-1-30,4,,,
,Philippines,2020-1-30,1,,,
,India,2020-1-30,1,,,
Hubei,Mainland China,2020-1-29,4586,,90,162
Zhejiang,Mainland China,2020-1-29,428,,4,
Guangdong,Mainland China,2020-1-29,311,,6,
Henan,Mainland China,2020-1-29,278,,2,2
Hunan,Mainland China,2020-1-29,277,,,
Anhui,Mainland China,2020-1-29,200,,2,
Chongqing,Mainland China,2020-1-29,165,,1,
Jiangxi,Mainland China,2020-1-29,162,,4,
Shandong,Mainland China,2020-1-29,145,,1,
Sichuan,Mainland China,2020-1-29,142,,1,1
Jiangsu,Mainland China,2020-1-29,129,,1,
Beijing,Mainland China,2020-1-29,111,,4,1
Shanghai,Mainland China,2020-1-29,101,,5,1
Fujian,Mainland China,2020-1-29,101,,,
Guangxi,Mainland China,2020-1-29,78,,2,
Hebei,Mainland China,2020-1-29,65,,,1
Shaanxi,Mainland China,2020-1-29,56,,,
Yunnan,Mainland China,2020-1-29,55,,,
Hainan,Mainland China,2020-1-29,43,,,1
Heilongjiang,Mainland China,2020-1-29,43,,,1
Liaoning,Mainland China,2020-1-29,39,,1,
Shanxi,Mainland China,2020-1-29,35,,1,
Tianjin,Mainland China,2020-1-29,27,,,
Gansu,Mainland China,2020-1-29,26,,,
Inner Mongolia,Mainland China,2020-1-29,16,,,
Jilin,Mainland China,2020-1-29,14,,1,
Xinjiang,Mainland China,2020-1-29,14,,,
Guizhou,Mainland China,2020-1-29,12,,1,
Ningxia,Mainland China,2020-1-29,12,,,
Hong Kong,Hong Kong,2020-1-29,10,,,
Taiwan,Taiwan,2020-1-29,8,,,
Macau,Macau,2020-1-29,7,,,
Qinghai,Mainland China,2020-1-29,6,,,
Tibet,Mainland China,2020-1-29,1,,,
Washington,United States,2020-1-29,1,,,
Illinois,United States,2020-1-29,1,,,
California,United States,2020-1-29,2,,,
Arizona,United States,2020-1-29,1,,,
,Japan,2020-1-29,11,,1,
,Thailand,2020-1-29,14,,5,
,South Korea,2020-1-29,4,,,
,Singapore,2020-1-29,10,,,
,Vietnam,2020-1-29,2,,,
,France,2020-1-29,5,,,
,Nepal,2020-1-29,1,,,
,Malaysia,2020-1-29,7,,,
Ontario,Canada,2020-1-29,2,,,
British Columbia,Canada,2020-1-29,1,,,
,Cambodia,2020-1-29,1,,,
,Sri Lanka,2020-1-29,1,,,
New South Wales,Australia,2020-1-29,4,,,
Victoria,Australia,2020-1-29,2,,,
Queensland,Australia,2020-1-29,1,,,
Bavaria,Germany,2020-1-29,4,,,
,Finland,2020-1-29,1,,,
,United Arab Emirates,2020-1-29,4,,,
Hubei,Mainland China,2020-1-29,3554,,88,125
Zhejiang,Mainland China,2020-1-29,296,,3,
Guangdong,Mainland China,2020-1-29,277,,5,
Hunan,Mainland China,2020-1-29,221,,,
Henan,Mainland China,2020-1-29,206,,1,2
Anhui,Mainland China,2020-1-29,152,,2,
Chongqing,Mainland China,2020-1-29,147,,1,
Shandong,Mainland China,2020-1-29,130,,1,
Beijing,Mainland China,2020-1-29,111,,4,1
Jiangxi,Mainland China,2020-1-29,109,,3,
Sichuan,Mainland China,2020-1-29,108,,1,1
Jiangsu,Mainland China,2020-1-29,99,,1,
Shanghai,Mainland China,2020-1-29,96,,5,1
Fujian,Mainland China,2020-1-29,84,,,
Guangxi,Mainland China,2020-1-29,58,,2,
Shaanxi,Mainland China,2020-1-29,56,,,
Yunnan,Mainland China,2020-1-29,55,,,
Hebei,Mainland China,2020-1-29,48,,,1
Hainan,Mainland China,2020-1-29,43,,,1
Liaoning,Mainland China,2020-1-29,39,,1,
Heilongjiang,Mainland China,2020-1-29,38,,,1
Tianjin,Mainland China,2020-1-29,27,,,
Shanxi,Mainland China,2020-1-29,27,,1,
Gansu,Mainland China,2020-1-29,24,,,
Inner Mongolia,Mainland China,2020-1-29,16,,,
Xinjiang,Mainland China,2020-1-29,13,,,
Ningxia,Mainland China,2020-1-29,12,,,
Hong Kong,Hong Kong,2020-1-29,10,,,
Guizhou,Mainland China,2020-1-29,9,,1,
Jilin,Mainland China,2020-1-29,9,,,
Taiwan,Taiwan,2020-1-29,8,,,
Macau,Macau,2020-1-29,7,,,
Qinghai,Mainland China,2020-1-29,6,,,
Washington,United States,2020-1-29,1,,,
Illinois,United States,2020-1-29,1,,,
California,United States,2020-1-29,2,,,
Arizona,United States,2020-1-29,1,,,
,Japan,2020-1-29,7,,1,
,Thailand,2020-1-29,14,,5,
,South Korea,2020-1-29,4,,,
,Singapore,2020-1-29,7,,,
,Vietnam,2020-1-29,2,,,
,France,2020-1-29,5,,,
,Nepal,2020-1-29,1,,,
,Malaysia,2020-1-29,7,,,
Ontario,Canada,2020-1-29,1,,,
British Columbia,Canada,2020-1-29,1,,,
,Cambodia,2020-1-29,1,,,
,Sri Lanka,2020-1-29,1,,,
New South Wales,Australia,2020-1-29,4,,,
Victoria,Australia,2020-1-29,1,,,
Bavaria,Germany,2020-1-29,4,,,
,Finland,2020-1-29,1,,,
,United Arab Emirates,2020-1-29,4,,,
Hubei,Mainland China,2020-1-29,3554,,80,125
Guangdong,Mainland China,2020-1-29,277,,4,
Zhejiang,Mainland China,2020-1-29,296,,3,
Henan,Mainland China,2020-1-29,206,,1,2
Chongqing,Mainland China,2020-1-29,147,,,
Hunan,Mainland China,2020-1-29,221,,,
Shandong,Mainland China,2020-1-29,130,,1,
Beijing,Mainland China,2020-1-29,111,,4,1
Anhui,Mainland China,2020-1-29,152,,2,
Sichuan,Mainland China,2020-1-29,108,,,
Fujian,Mainland China,2020-1-29,84,,,
Shanghai,Mainland China,2020-1-29,96,,4,1
Jiangxi,Mainland China,2020-1-29,109,,3,
Jiangsu,Mainland China,2020-1-29,99,,1,
Guangxi,Mainland China,2020-1-29,58,,2,
Shaanxi,Mainland China,2020-1-29,56,,,
Hainan,Mainland China,2020-1-29,43,,1,1
Liaoning,Mainland China,2020-1-29,39,,,
Yunnan,Mainland China,2020-1-29,55,,,
Tianjin,Mainland China,2020-1-29,27,,,
Heilongjiang,Mainland China,2020-1-29,38,,,1
Hebei,Mainland China,2020-1-29,48,,,1
Gansu,Mainland China,2020-1-29,24,,,
Shanxi,Mainland China,2020-1-29,27,,,
Inner Mongolia,Mainland China,2020-1-29,16,,,
Hong Kong,Hong Kong,2020-1-29,10,,,
Guizhou,Mainland China,2020-1-29,9,,,
Ningxia,Mainland China,2020-1-29,12,,,
Jilin,Mainland China,2020-1-29,9,,,
Macau,Macau,2020-1-29,7,,,
Taiwan,Taiwan,2020-1-29,8,,,
Xinjiang,Mainland China,2020-1-29,13,,,
Qinghai,Mainland China,2020-1-29,6,,,
Washington,United States,2020-1-29,1,,,
Illinois,United States,2020-1-29,1,,,
California,United States,2020-1-29,2,,,
Arizona,United States,2020-1-29,1,,,
Ontario,Canada,2020-1-29,3,,,
,Japan,2020-1-29,7,,1,
,Thailand,2020-1-29,14,,5,
,South Korea,2020-1-29,4,,,
,Singapore,2020-1-29,7,,,
,Vietnam,2020-1-29,2,,,
,Nepal,2020-1-29,1,,,
,Malaysia,2020-1-29,7,,,
,Cambodia,2020-1-29,1,,,
,Sri Lanka,2020-1-29,1,,,
New South Wales,Australia,2020-1-29,4,,,
Victoria,Australia,2020-1-29,1,,,
,United Arab Emirates,2020-1-29,4,,,
,France,2020-1-29,4,,,
Bavaria,Germany,2020-1-29,4,,,
Hubei,Mainland China,2020-1-28,3554,,80,125
Zhejiang,Mainland China,2020-1-28,296,,3,
Guangdong,Mainland China,2020-1-28,241,,5,
Hunan,Mainland China,2020-1-28,221,,,
Henan,Mainland China,2020-1-28,206,,1,2
Anhui,Mainland China,2020-1-28,152,,,
Chongqing,Mainland China,2020-1-28,147,,1,
Shandong,Mainland China,2020-1-28,121,,,
Jiangxi,Mainland China,2020-1-28,109,,3,
Sichuan,Mainland China,2020-1-28,108,,,
Jiangsu,Mainland China,2020-1-28,99,,1,
Beijing,Mainland China,2020-1-28,91,,4,1
Fujian,Mainland China,2020-1-28,82,,,
Shanghai,Mainland China,2020-1-28,80,,4,1
Guangxi,Mainland China,2020-1-28,58,,2,
Shaanxi,Mainland China,2020-1-28,56,,,
Hebei,Mainland China,2020-1-28,48,,,1
Yunnan,Mainland China,2020-1-28,44,,,
Hainan,Mainland China,2020-1-28,43,,,1
Heilongjiang,Mainland China,2020-1-28,37,,,1
Liaoning,Mainland China,2020-1-28,36,,,
Shanxi,Mainland China,2020-1-28,27,,,
Tianjin,Mainland China,2020-1-28,25,,,
Gansu,Mainland China,2020-1-28,24,,,
Inner Mongolia,Mainland China,2020-1-28,16,,,
Xinjiang,Mainland China,2020-1-28,13,,,
Ningxia,Mainland China,2020-1-28,12,,,
Guizhou,Mainland China,2020-1-28,9,,,
Jilin,Mainland China,2020-1-28,9,,,
Hong Kong,Hong Kong,2020-1-28,8,,,
Taiwan,Taiwan,2020-1-28,8,,,
